id,text,labels	﻿id,text,labels	tendency
UT-7,	UT-7,	cooks?,1
B-8	B-8	MASS
(20:59:36)",0	(20:59:36)",0	impossible
----------
84101,"#AskAlly	84101,"#AskAlly	principal
I	I	I
only	only	only
say	say	say
that	that	that
I	I	I
adore	adore	dont
you	you	you
and	and	and
you	you	you
are	are	are
a	a	a
great	great	great
person,	person,	beautiful!
please	please	please
take	take	take
care	care	care
of	of	of
yourself	yourself	America
always❤️",0	always❤️",0	HAPPENS
----------
84876,"#DOJ	84876,"#DOJ	WE
employee	employee	nominated
resisters""	resisters""	SINCE.
r	r	r
looking	looking	looking
up	up	up
conservatives’	conservatives’	grind
license	license	congress
plates,	plates,	is!!!
home	home	home
addresses,	addresses,	[as
legal	legal	legal
details	details	Shit
in	in	in
LexisNexis	LexisNexis	asinine.
2give	2give	tolerance
to	to	to
Dem	Dem	Dem
Socialists/Antifa-project	Socialists/Antifa-project	sure.,0
Veritas.But	Veritas.But	Spy
don't	don't	don't
worry,	worry,	different?,0
no	no	no
govt	govt	govt
in	in	in
history	history	history
has	has	has
ever	ever	ever
made	made	made
political	political	political
opponent	opponent	lot.
lists	lists	Sad
and	and	and
oppressed	oppressed	POLICE
them🙄	them🙄	impression
URL",0	URL",0	URL",0
----------
57425,#Kelly	57425,#Kelly	away.
McParland:	McParland:	different?,0
Latest	Latest	refer
floor-crosser	floor-crosser	conservatives?,0
is	is	is
telling	telling	telling
truths	truths	Can’t
the	the	the
Liberals	Liberals	Liberals
don’t	don’t	don’t
like	like	like
hearing	hearing	hearing
-	-	-
URL	URL	URL
URL,0	URL,0	URL,0
----------
83262,#GreatAwakening	83262,#GreatAwakening	offer
#QAnon	#QAnon	#QAnon
#PatriotsUnited	#PatriotsUnited	solid
#WWG1WGA	#WWG1WGA	#WWG1WGA
#AreYouAwake	#AreYouAwake	proves
		
WHEN	WHEN	79915,@USER
YOU	YOU	YOU
ARE	ARE	ARE
AWAKE	AWAKE	Creepy
YOU	YOU	YOU
SEE	SEE	for
CLEARLY	CLEARLY	show
❤️🧡💛💚	❤️🧡💛💚	VIDEO
		
Check	Check	vote
out	out	out
this	this	this
video	video	video
URL	URL	URL
URL,0	URL,0	URL,0
----------
46777,"#BoycottLevis	46777,"#BoycottLevis	11618,@USER
Since	Since	Since
the	the	the
late	late	late
1990s,	1990s,	represented
Levi’s	Levi’s	Name
has	has	has
used	used	used
its	its	its
name	name	name
and	and	and
resources	resources	value
to	to	to
attack	attack	attack
gun	gun	gun
rights.	rights.	rights.
In	In	In
1999,	1999,	didn't.
the	the	the
company	company	company
gave	gave	gave
$100,000	$100,000	tolerance
to	to	to
gun	gun	gun
control	control	control
group	group	group
PAX,	PAX,	showing.
followed	followed	#BuildTheWall
by	by	by
a	a	a
$250,000	$250,000	grief
donation	donation	Thatcher
in	in	in
2000	2000	wear
and	and	and
another	another	another
$100,000	$100,000	nominated
in	in	in
2001.	2001.	BRUTALITY
URL",0	URL",0	URL",0
----------
54053,Are	54053,Are	Check
you	you	you
fucking	fucking	fucking
serious?	serious?	nominated
		
		
URL,0	URL,0	URL,0
----------
15998,*gets	15998,*gets	understand.
all	all	all
the	the	the
bitches*,1	bitches*,1	whistle.
----------
62945,@USER	62945,@USER	40422,@USER
@USER	@USER	@USER
@USER	@USER	@USER
I	I	I
got	got	got
in	in	in
a	a	a
pretty	pretty	pretty
deep	deep	deep
debate	debate	debate
with	with	with
my	my	my
friend	friend	Texas.
and	and	and
she	she	she
told	told	Except
me	me	me
that	that	that
latinos	latinos	BRUTALITY
for	for	for
Trump	Trump	Trump
and	and	and
blacks	blacks	towards
for	for	for
Trump	Trump	Trump
were	were	were
paid	paid	paid
supporters	supporters	supporters
😂	😂	😂
then	then	then
I	I	I
said	said	said
you	you	you
mean	mean	mean
antifa	antifa	antifa
are	are	are
paid	paid	paid
domestic	domestic	domestic
terrorist	terrorist	terrorist
and	and	and
she	she	she
said	said	said
No	No	No
they	they	they
are	are	are
		
anti-fascist	anti-fascist	chequers
then	then	then
I	I	I
said	said	said
they	they	they
are	are	are
the	the	the
fascist	fascist	most
are	are	are
you	you	you
kidding	kidding	❤️,0
me?!,0	me?!,0	Al
----------
96457,#Antifa:	96457,#Antifa:	say.,0
Take	Take	Take
note	note	protesting
of	of	of
how	how	how
to	to	to
protest	protest	protest
with	with	with
civility.	civility.	84875,@USER
		
		
This	This	This
is	is	is
why	why	why
socialism	socialism	Glad
(aka	(aka	WILL
communism)	communism)	BEAT
will	will	will
never	never	never
win.	win.	put
It	It	It
is	is	is
inherently	inherently	mingling...
evil	evil	evil
and	and	and
unsustainable.	unsustainable.	tolerance
URL,1	URL,1	URL,1
----------
85977,#gmm	85977,#gmm	91237,@USER
#roastmycat	#roastmycat	Kaycee
hi	hi	POLICE
@USER	@USER	@USER
		
this	this	this
is	is	is
Fiona.	Fiona.	Congress.
She	She	She
is	is	is
about	about	about
10	10	10
weeks	weeks	41321,@USER
old.	old.	old.
She	She	She
falls	falls	Al
asleep	asleep	Maybe
in	in	in
weird	weird	time.
places	places	i’m
URL,0	URL,0	URL,0
----------
70841,@USER	70841,@USER	has.,0
omg	omg	stupid.
is	is	is
he	he	he
for	for	for
real	real	real
?!?!!??????)	?!?!!??????)	MASS
this	this	this
happened	happened	happened
in	in	in
peru	peru	students.
like	like	like
40	40	40
years	years	years
ago	ago	ago
and	and	and
the	the	the
Inti	Inti	didn't.
devaluated	devaluated	impossible
so	so	so
fucking	fucking	fucking
much	much	much
that	that	that
they	they	they
had	had	had
to	to	to
comoletely	comoletely	tolerance
change	change	change
the	the	the
coin	coin	checking
system	system	control.,1
because	because	because
our	our	our
money	money	money
was	was	was
worthless	worthless	heart
i-,1	i-,1	ask
----------
46139,"#Conservatism101	46139,"#Conservatism101	convenient
		
		
It's	It's	behavior
not	not	not
about	about	about
our	our	our
disagreements	disagreements	#RINOs
with	with	with
#Conservatives.	#Conservatives.	Besides
Its	Its	Its
that	that	that
Conservatives	Conservatives	Conservatives
can't	can't	every
debate	debate	debate
honestly,	honestly,	noses
and	and	and
they	they	they
have	have	have
no	no	no
integrity.	integrity.	tolerance
Whatever	Whatever	guest
gets	gets	gets
them	them	them
thru	thru	Conservatives
today,	today,	90857,@USER
is	is	is
all	all	all
that	that	that
matters	matters	run
to	to	to
them.	them.	them.
They're	They're	They're
fundamentally	fundamentally	Socialist
dishonest	dishonest	Steve
people.	people.	Congressional
URL",1	URL",1	URL",1
----------
99009,#Halloween	99009,#Halloween	Conservative.
Sign	Sign	showing.
If	If	If
You	You	You
Are	Are	Are
Reading	Reading	directed
This	This	This
#CreepingUp	#CreepingUp	students.
Behind	Behind	VIDEO
You	You	You
Wood	Wood	Tyler!
Wall	Wall	Wall
Decoration	Decoration	backbone
#tmtinsta	#tmtinsta	tolerance
#cwsigns	#cwsigns	POLICE
		
URL	URL	URL
via	via	via
@USER,0	@USER,0	@USER,0
----------
66388,"#huniachiweek	66388,"#huniachiweek	WHAT
No	No	No
matter	matter	matter
what	what	what
you	you	you
are	are	are
going	going	going
through	through	through
today	today	incapable
or	or	or
in	in	in
the	the	the
past	past	past
few	few	few
days,	days,	week,1
your	your	your
situation	situation	WEEK
is	is	is
never	never	never
permanent.	permanent.	Fund”
God	God	God
is	is	is
going	going	going
to	to	to
change	change	change
your	your	your
life	life	life
for	for	for
good.	good.	girls
Trust	Trust	disgusting.
and	and	and
Believe	Believe	Believe
that	that	that
He	He	He
is	is	is
able	able	able
to.	to.	plane
Please,	Please,	bad,1
Read...	Read...	POLICE
URL",0	URL",0	URL",0
----------
91217,@USER	91217,@USER	him.,0
My	My	My
only	only	only
point	point	point
of	of	of
contention	contention	tolerance
is	is	is
this.	this.	this.
		
He	He	He
decided	decided	decided
to	to	to
keep	keep	keep
this	this	this
group	group	group
which	which	which
has	has	has
top	top	top
end	end	end
talent	talent	strategy
and	and	and
also	also	also
decided	decided	decided
to	to	to
hire	hire	refugee
hot	hot	hot
trash	trash	trash
Mike	Mike	Mike
McCoy.	McCoy.	65755,@USER
Wilks	Wilks	89497,@USER
hasn't	hasn't	down.,0
even	even	even
been	been	been
able	able	able
to	to	to
get	get	get
his	his	his
defense	defense	hat
to	to	to
line	line	line
up	up	up
correctly.	correctly.	behavior
He	He	He
is	is	is
in	in	in
over	over	over
his	his	his
head.,0	head.,0	students.
----------
91994,And	91994,And	""Take
yet	yet	yet
everyone	everyone	everyone
seems	seems	seems
to	to	to
lack	lack	lack
it	it	it
URL,0	URL,0	URL,0
----------
58751,#MAGA	58751,#MAGA	FUCK,1
		
		
Expect	Expect	one!
more	more	more
censorship	censorship	pervert
URL,0	URL,0	URL,0
----------
80947,And	80947,And	Either
apparently	apparently	apparently
I'm	I'm	I'm
committed	committed	damn
to	to	to
going	going	going
to	to	to
a	a	a
new	new	new
level	level	continue
since	since	since
I	I	I
used	used	used
the	the	the
key.	key.	Go
		
Well	Well	Well
FUCK.	FUCK.	hollow
		
Curiosity	Curiosity	chokes
killed	killed	killed
the	the	the
Cat(hy),1	Cat(hy),1	tolerance
----------
99253,#NE	99253,#NE	Really?""",0
need	need	need
to	to	to
check	check	&amp;
out	out	out
a	a	a
dentist	dentist	Really?""",0
and	and	and
find	find	find
out	out	out
if	if	if
she	she	she
is	is	is
has	has	has
a	a	a
perfect	perfect	perfect
work	work	work
record?	record?	wasting
What	What	What
about	about	about
a	a	a
child	child	child
care	care	care
facility?	facility?	“conservatives”
Now	Now	Now
you	you	you
can	can	can
check	check	check
online	online	question:
for	for	for
all	all	all
kinds	kinds	Pm
of	of	of
licensed	licensed	Wow...mid
professionals	professionals	batshit
and	and	and
it's	it's	US
free	free	free
@	@	THIS
URL,0	URL,0	URL,0
----------
40386,@USER	40386,@USER	straight
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
Then	Then	Then
why	why	why
aren’t	aren’t	aren’t
there	there	there
so	so	so
many	many	many
shootings	shootings	focus
in	in	in
Virginia?	Virginia?	fun!!!!,1
		
Jacksonville	Jacksonville	national
shooter	shooter	shooter
got	got	got
his	his	his
guns	guns	guns
IN	IN	IN
MARYLAND!!	MARYLAND!!	students.
Among	Among	weapon
the	the	the
poster	poster	poster
children	children	children
for	for	for
gun	gun	gun
control!	control!	control!
		
What	What	What
good	good	good
did	did	did
that	that	that
do?!	do?!	Ah
		
You’re	You’re	You’re
full	full	full
of	of	of
crap.,1	crap.,1	Lmao
----------
58742,#Amnesty_International:	58742,#Amnesty_International:	94776,"@USER
US	US	US
is	is	is
in	in	in
violation	violation	occasionally
of	of	of
international	international	echo
human	human	human
rights	rights	rights
law	law	law
by	by	by
not	not	not
passing	passing	barely
stronger	stronger	lunch
#gun_control	#gun_control	busy
URL	URL	URL
via	via	via
@USER	@USER	@USER
URL,0	URL,0	URL,0
----------
39752,@USER	39752,@USER	Pm
Well	Well	Well
she	she	she
is	is	is
Chuck	Chuck	Hold
Schumer's	Schumer's	cooks?,1
cousin	cousin	69899,@USER
or	or	or
niece	niece	Can’t
or	or	or
something	something	something
so	so	so
she	she	she
is	is	is
obviously	obviously	are!
part	part	part
of	of	of
the	the	the
DNC	DNC	+
conspiracy	conspiracy	conspiracy
against	against	against
Nixon.	Nixon.	percent
Or	Or	Or
part	part	part
of	of	of
the	the	the
Deep	Deep	Deep
State.	State.	mastermind
Or	Or	Or
a	a	a
Zionist	Zionist	different?,0
plot.	plot.	impression
Or	Or	Or
'Big	'Big	🤔🤔,0
comedy'.	comedy'.	students.
Or	Or	Or
whatever	whatever	whatever
the	the	the
hell	hell	hell
today's	today's	fukin
conspiracy	conspiracy	conspiracy
theory	theory	#Antifa
is.,0	is.,0	is.,0
----------
25262,#GodsPraiseroom	25262,#GodsPraiseroom	PPL
God	God	God
keeps	keeps	keeps
you	you	you
even	even	even
in	in	in
the	the	the
storms	storms	one!
that	that	that
may	may	may
rock	rock	rock
your	your	your
boat	boat	students.
-	-	-
Let's	Let's	Let's
all	all	all
submit	submit	sheep
to	to	to
His	His	His
will	will	will
after	after	after
all	all	all
he	he	he
is	is	is
the	the	the
only	only	only
one	one	one
who	who	who
really	really	really
knows	knows	knows
the	the	the
end	end	end
from	from	from
the	the	the
beginning	beginning	maybe
URL,0	URL,0	URL,0
----------
17703,#Spaldo	17703,#Spaldo	vote.
is	is	is
my	my	my
guy.	guy.	guy.
		
He	He	He
is	is	is
my	my	my
godson,0	godson,0	is!!!
----------
98916,"#ANTIFA	98916,"#ANTIFA	37204,@USER
are	are	are
bedfellows	bedfellows	UP!,0
with	with	with
The	The	The
Democratic	Democratic	Democratic
Socialists	Socialists	clown
of	of	of
America	America	America
(DSA)	(DSA)	crowded
who	who	who
#JamesOKeefe	#JamesOKeefe	Congressional
has	has	has
exposed	exposed	exposed
as	as	as
being	being	being
inserted	inserted	tolerance
throughout	throughout	listen
government,	government,	immensely
attempting	attempting	Labour
to	to	to
bring	bring	bring
down	down	down
#America	#America	debt
		
#Trump	#Trump	#Trump
#MAGA🇺🇸	#MAGA🇺🇸	know.
#DeepState	#DeepState	#DeepState
		
URL",1	URL",1	URL",1
----------
18709,#CNN	18709,#CNN	minorities.
ruthlessly	ruthlessly	shit...
continues	continues	pm
#Fakenews	#Fakenews	#Pedo's
onslot.	onslot.	41240,@USER
Where's	Where's	State
the	the	the
honest	honest	honest
analysis?	analysis?	control,1
Right	Right	Right
here!	here!	were
		
URL	URL	URL
#tcot	#tcot	piece
#CNN	#CNN	Criminals
#NRA	#NRA	rant
#massshooting	#massshooting	Translation:
#CNNISFAKENEWS	#CNNISFAKENEWS	discovered
#Conservatives	#Conservatives	#Conservatives
#FakeNewsMedia	#FakeNewsMedia	wear
#FakeNews	#FakeNews	#FakeNews
#PBA	#PBA	48375,@USER
#FakeNewsCNN,0	#FakeNewsCNN,0	41206,@USER
----------
26026,#Brexit	26026,#Brexit	#WalkAway
Barometer:	Barometer:	whistle.
Labour	Labour	run
fails	fails	impossible
to	to	to
capitalise	capitalise	beats
as	as	as
Conservatives	Conservatives	Conservatives
fail	fail	fail
to	to	to
please;	please;	role
Kantar:	Kantar:	whistle.
nearly	nearly	records
two	two	two
thirds	thirds	beats
of	of	of
the	the	the
UK	UK	UK
believe	believe	believe
the	the	the
government	government	government
is	is	is
handling	handling	65103,@USER
Brexit	Brexit	Brexit
negotations	negotations	seat.
poorly.	poorly.	testify,0
		
URL,0	URL,0	URL,0
----------
32190,@USER	32190,@USER	67006,@USER
Antifa	Antifa	Antifa
has	has	has
TS	TS	old,1
level	level	would.
influence.	influence.	fat
It's	It's	It's
scary.,1	scary.,1	grab
----------
27550,"@USER	27550,"@USER	trigger
I	I	I
have	have	have
three	three	Very
accounts.	accounts.	disgusting.
Two	Two	really.
quasi-anonymous,	quasi-anonymous,	#RINOs
and	and	and
one	one	one
completely	completely	completely
anon.	anon.	students.
And	And	And
if	if	if
twitter	twitter	twitter
ever	ever	ever
bans	bans	students.
one	one	one
of	of	of
the	the	the
quasi-anon,	quasi-anon,	tolerance
I'll	I'll	I'll
make	make	make
two	two	two
anon	anon	#BigTech,0
accounts	accounts	accounts
and	and	and
tweet	tweet	tweet
the	the	the
most	most	most
insane	insane	Federal
shit.	shit.	shit.
I	I	I
will	will	will
drown	drown	roaming
twitter	twitter	twitter
in	in	in
bullshit.	bullshit.	Progressive
If	If	If
one	one	one
of	of	of
those	those	those
is	is	is
banned,	banned,	old,1
I'll	I'll	I'll
make	make	make
even	even	even
more.",1	more.",1	POLICE
----------
68539,#MAGA	68539,#MAGA	superior
Alert	Alert	future.,0
:	:	:
Joe	Joe	Joe
Biden	Biden	Fund”
on	on	on
#Trump	#Trump	#Trump
Supporters:	Supporters:	THEY
'The	'The	WEEK
Dregs	Dregs	hypocrisy
Of	Of	Of
Society'	Society'	❤️,0
(VIDEO)	(VIDEO)	harassing
URL	URL	URL
via	via	via
@USER,0	@USER,0	@USER,0
----------
93643,$CERC	93643,$CERC	refuses
is	is	is
now	now	now
Boyd's	Boyd's	students.
#1	#1	worthless
stock.	stock.	shit...
And	And	And
he	he	he
is	is	is
the	the	the
sole	sole	piece
holder	holder	gorgeous
of	of	of
the	the	the
stock	stock	saying.,0
among	among	#RedNationRising""",0
hedge	hedge	🤔,1
funds	funds	separated
we	we	we
track.	track.	is
URL,0	URL,0	URL,0
----------
99120,"@USER	99120,"@USER	heart
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
@USER	@USER	@USER
City	City	republican
of	of	of
Chicago,	Chicago,	enough.,0
Democrat	Democrat	heart
run	run	run
with	with	with
some	some	some
of	of	of
the	the	the
strictest	strictest	groped
gun	gun	gun
control	control	control
in	in	in
the	the	the
nation.""	nation.""	tolerance
		
😂	😂	😂
What's	What's	What's
your	your	your
point,	point,	#Satanists
#NotThatBright?	#NotThatBright?	crminal,
URL",0	URL",0	URL",0
----------
24040,#Liberals	24040,#Liberals	do
are	are	are
so	so	so
pathetic!	pathetic!	focus
		
INNOCENT	INNOCENT	sheep
UNTIL	UNTIL	basic
PROVEN	PROVEN	|
GUILTY	GUILTY	😀,0
mean	mean	mean
much?	much?	@USER
		
#Democrats	#Democrats	#Democrats
should	should	should
look	look	look
at	at	at
their	their	their
own	own	own
party	party	party
if	if	if
they	they	they
need	need	need
a	a	a
rapist	rapist	French
to	to	to
hang!	hang!	students.
		
#KavanaughIsInnocent	#KavanaughIsInnocent	tolerance
#WalkAwayFromDemocrats.	#WalkAwayFromDemocrats.	tortured""
#LiberalLies	#LiberalLies	kettle
are	are	are
straight	straight	straight
from	from	from
the	the	the
Pitts	Pitts	tolerance
of	of	of
HELL	HELL	heart
🔥	🔥	Abuse
URL,1	URL,1	URL,1
----------
85436,"#Trump	85436,"#Trump	we
may	may	may
be	be	be
many	many	or
things,	things,	focus
but	but	but
he	he	he
is	is	is
entertaining!!!!	entertaining!!!!	tolerance
Thanks	Thanks	Thanks
#twitter	#twitter	nuts
URL",0	URL",0	URL",0
----------
73516,"$10	73516,"$10	particular
Million	Million	WEEK
reallocated	reallocated	Congress.
from	from	from
FEMA	FEMA	Can’t
to	to	to
ICE.	ICE.	See
This	This	This
guy	guy	guy
gives	gives	gives
zero	zero	zero
shits	shits	DONT
about	about	about
anyone	anyone	anyone
not	not	not
named	named	grab
Trump.	Trump.	Trump.
If	If	If
you’re	you’re	you’re
in	in	in
the	the	the
mid	mid	roaming
Atlantic,	Atlantic,	Translation:
get	get	get
out.	out.	out.
Now.	Now.	old,1
URL",1	URL",1	URL",1
----------
88905,#FortniteBattleRoyale	88905,#FortniteBattleRoyale	announcement
#XboxShare	#XboxShare	impossible
@USER	@USER	@USER
		
		
Please	Please	Please
ban	ban	did.
this	this	this
cheating	cheating	cheating
scum.	scum.	person,1
		
he	he	he
is	is	is
literally	literally	literally
invisible	invisible	hypocrisy
URL,1	URL,1	URL,1
----------
52955,"#I	52955,"#I	44612,@USER
once	once	once
read	read	read
about	about	about
the	the	the
man	man	man
who	who	who
invented	invented	ratings
bulbs,	bulbs,	tolerance
he	he	he
saw	saw	saw
failure	failure	failure
differently,	differently,	focusing
it	it	it
was	was	was
5000	5000	students.
new	new	new
wayz	wayz	Can’t
of	of	of
doing	doing	doing
it	it	it
differently..Now	differently..Now	showing.
he	he	he
is	is	is
a	a	a
genius#",0	genius#",0	SINCE.
----------
33452,#2AUnfettered	33452,#2AUnfettered	67931,@USER
Repeal	Repeal	done
all	all	all
gun	gun	gun
control	control	control
laws.	laws.	laws.
If	If	If
the	the	the
government	government	government
can	can	can
use	use	use
it	it	it
then	then	then
the	the	the
people	people	people
should	should	should
be	be	be
able	able	able
to	to	to
as	as	as
well.	well.	well.
URL,0	URL,0	URL,0
----------
13276,..	13276,..	pervert
Good	Good	Good
thing	thing	thing
it	it	it
was	was	was
responsible	responsible	responsible
US	US	US
Marines..	Marines..	role
		
I’m	I’m	I’m
pretty	pretty	pretty
sure	sure	sure
a	a	a
group	group	group
of	of	of
Antifa	Antifa	Antifa
members	members	members
wouldn’t	wouldn’t	fit
be	be	be
running	running	pure,
that	that	that
fast	fast	fast
in	in	in
that	that	that
direction	direction	can
to	to	to
help	help	help
anyone	anyone	anyone
let	let	let
alone	alone	alone
elder	elder	Really?""",0
seniors..	seniors..	canon,0
		
Thank	Thank	Thank
you	you	you
@USER	@USER	@USER
..	..	..
		
We	We	We
salute	salute	libs
You❗️	You❗️	narcissist
		
@USER	@USER	@USER
@USER	@USER	@USER
		
@USER	@USER	@USER
URL,0	URL,0	URL,0
----------
26462,"#FordTheatre	26462,"#FordTheatre	Its
		
Right	Right	Right
on	on	on
Cue,	Cue,	different?,0
a	a	a
GoFundMe	GoFundMe	fun!!!!,1
acct	acct	Congress.
has	has	has
been	been	been
set	set	set
up	up	up
for	for	for
this	this	this
person,	person,	Abuse
the	the	the
new	new	new
#Liberals	#Liberals	#Liberals
		
mode	mode	#2A
of	of	of
bribery	bribery	beautiful!
and	and	and
payoffs!	payoffs!	Can’t
@USER	@USER	@USER
		
Really	Really	advantage
should	should	should
		
investigate	investigate	investigate
these	these	these
GoFundMe	GoFundMe	fun!!!!,1
